@relation four-1

@attribute tweets String
@attribute authors{saadhariri,salehelnaami,sameh_asker,shamma}

@data
'دوله رئيس مجلس وزير الى لبناني بلد مر ظرف عصيب سابق ل تاريخ حاول 3 سنه اقدم حل معالجه ازمه',saadhariri
'استقبال يوم اجتماع ممثل شركه سيف ياسين غروب حضور رئيس جمعيه بيروت تنميه اجتماعي احمد هاشمي مستشار رئيس حريري شان انمائي فادي فواز',saadhariri
'دخول عصر نمو استقرار تطور تلقى سوري تعليم تدريب مجهز مساهمه مستقبل بلد',saadhariri
'يت وسط ظهر يوم استقبال وزير استثمار تعاون دولي مصري سحر نصر هيئه وطنيه شان مراه لبناني لقاء اخرى',saadhariri
'ضم صوت الى صوت سماحه امام ازهر شريف دكتور احمد طيب قداسه بابا فرنسيس دعوه تلبيه نداء لجنه اعلى اخوه انسانيه دعاء و يوم خميس 14 ايار الله سبحان تعالى بشريه مواجهه جائح داء كورونا 19 الله دائم سميع مجيب',saadhariri
'اسبوع اسبوع حسم سلب ايجاب لائحه ارهاب وضع نظام سوري لائحه شرف نظام ارهابي اصل',saadhariri
'يت وسط يوم بحث اوضاع نازح سوري لبنان عمل مؤسسه دولي دوق لوكسمبورغ ماريا تيريزا استقبال وزير ملحم رياشي وفد بنك دولي',saadhariri
'غياب اديب اميلي نصرالله خسر عرب يوم شعله رمز ابداع الي مناضل حق مراه شكل قيمه فكري مضاف وطن عالم',saadhariri
'اعتدال خيار ديني اخلاقي سياسي خروج خروج دين خلق وطنيه',saadhariri
'قاء مدعي عام محكمه دولي خاص لبنان نورمان فاريل نشاط اخر دوله رئيس مجلس وزير',saadhariri
'بشره خير الى طالب اطلاق خبر اخر تابع عبر',saadhariri
'ن الى جنوب وحد حامي استقرار شعب',saadhariri
'نا اعتمد سياسه ناي نفس امن ب حكمه تهجم دوله خليج عمل حوالي 4 ۰ ۰ الف لبناني مقابل طلب حوار سوريا',saadhariri
'عداله تحقق تحيه مجلس عدلي اصدر حكم قضيه اغتيال قاضي اربع اصدق مشعر تضامن يوم عائله قاضي شهيد',saadhariri
'نا مقتنع تسويه رئاسي قائمه مستمر ضمانه رئيس جمهوريه',saadhariri
'حريري التقى فنيانوس خوري بحث قانون انتخاب حوت',saadhariri
'حريري استقبل وفد عسكري صيني',saadhariri
'حن عرب تضامن عربي وجه عدو اسرائيلي وجه جار اراد تدخل شان عربي داخلي',saadhariri
'تقدم حكومه لبناني مؤتمر در خطه استثمار اقتصادي رؤيه شامل استقرار نمو مستدام طويل خلق فرصه عمل',saadhariri
'حث زياره رئيس الى لقاء اخر دوله رئيس مجلس وزير سعد',saadhariri
'لقاء شهر صرح علمي تربوي اراد رئيس شهيد رفيق حريري مناسب اكتمل سرور بركه',saadhariri
'رؤس اجتماع كتله مستقبل نيابي حضر نائب رئيس مجلس نائب سابق فريد مكاري نائب وزير تيار سابق تناول بحث اخر مستجد سياسي وضع عام بلد',saadhariri
'اهل شهامه كرم نخوه عربي اصيل',saadhariri
'حريري هدف تثبيت اهل ارض تامين مستلزم ضروري',saadhariri
'هنئ مخابره جيش فرع معلومه احباط عمليه انتحاري وشيك شارع احمر بيروت وحده حمى وطن مواطن',saadhariri
'ين سراي وسط زياره قياده بحري يونيفيل ترؤس اجتماع كتله مستقبل نيابي استقبال وفد نائب لقاء ديموقراطي لقاء اخر',saadhariri
'نا مازلنا خط دفاع سياده عروبه',saadhariri
'طيب تمني لبناني عموم مسيحي خصوص اعياد مجيد عام خير',saadhariri
'حكومه مستقيل ارسل عدد مشروع قانون قانون افلاس جديد قانون جديد صندوق سهم خاص اقراض مضمون سهم تفضيلي تحكيم قضائي برلمان حالي حكومه مستقيل عمل وزاره اتصال توفير افضل خدمه انترنت',saadhariri
'استقبال وفد متطوع جمعيه تنميه اجتماعي رئاسه رئيس جمعيه احمد هاشمي اطلاع نشاط ب جمعيه مهمه مستقبلي',saadhariri
'ا اهلي بقاع غربي راشيا اهل خير كرامه اجمل منطقه اوفا اغنا تعايش اسلامي مسيحي صوت علا التقى وجع بحيره قرعون تعب ارض كرم خير نداء مزارع اهل انقاذ مجرى ليطاني كارثه تلوث',saadhariri
'جتماعات بحث توسعه تطوير مطار رئيس رفيق حريري دولي اسهم شكل اساسي ايجاد حل ازاله مشكله اداري اعاق عمل مجلس وزير حتم مسؤوليه قيام ب',saadhariri
'محمي عيش مشترك مسيحي مسلم محمي اعتدال ولاء لبنان علم لبنان جيش لبنان سبب مستحيل محمي شكل اشكال تطرف مستحيل بقي محمي نوع نوع استقواء دوله خروج قاعده اجماع وطني',saadhariri
'ستقبال قائد عماد جوزيف عون حضور مدير مخابره عميد طوني منصور',saadhariri
شكر,saadhariri
'رار حمايه استقرار عنى تراجع ثابته محكمه دولي حصري سلاح رفض تدخل حرب سوري قرار تغير قرار لائحه اعلن يوم لائحه',saadhariri
'ستقبال نائب سابق اميل رحمه',saadhariri
'دوله تابع محور ساحه سباق تسلح منطقه دوله عربي مستقل ل دستور قانون مؤسسه التزام عربي دولي دوله اكد التزام ناي نفس امر اخر وجهه نظر الزم دوله الي',saadhariri
'ن قرار اتخذ مصلحه بلد ناس دفع شعب لبناني ثمن تصادم سياسي جداء جرى حرب حريق',saadhariri
'ن تطوير علاقه لبنان ارمينيا اهتمام رئيس شهيد رفيق حريري مسؤول لبناني رفيع مستوى زار ارمينيا املى كبير واصل مسيره مصلحه بلد صداقه شعبي',saadhariri
'يت وسط ظهر يوم استقبال قائد قوه طارئه دولي عامل جنوب لبنان جنرال ستيفانو ديل كول لقاء اخر',saadhariri
'تاكيد سيد مستشار التزام حكومه لبناني اصلاح ورد مؤتمر در اهميه وضع الي متابعه مجتمع دولي اعرب ل امل المانيا عضو لجنه متابعه',saadhariri
'تحدي اكبر يوم نزوح سوري حكومه عهد جديد طرح برنامج مربح لبناني نازح سوري مجتمع دولي',saadhariri
'ن تيار مستقبل تيار شهيد تيار عروبه اعتدال دوله مدني باقي قلب قلب حاسد',saadhariri
'برز جاء رد رئيس مجلس وزير مداخله نائب جلسه نيابي عام مساءله حكومه',saadhariri
'ان ادرك ان توظيف استقرار سياسي امني ضمانه حقيقي استثمار نهوض اقتصادي',saadhariri
'فتخر ابداع لبناني عدي شابه شاب دائم حاضر دعم فكر طموح اعتزاز',saadhariri
'سراي حكومي يوم استقبال رئيس مجلس وزير استوني وزير خارجيه قبرص تراس جلسه مجلس وزير',saadhariri
'عد اداء قسم خادم حرم شريف سرر لقاء سعاده سفير سعودي وليد يعقوب',saadhariri
'يت وسط ظهر يوم عرض وضع عام تطور رئيس بعثه اتحاد اوربي لبنان كريستينا اسن ترؤس اجتماع ثالث منتدى تشاوري تشريعي لقاء اخر',saadhariri
'ول رئيس مجلس وزير طمان صحه وزير عمل محمد كبير مستشفى كليمنصو',saadhariri
'نجاح جلب نجاح خير ممثل لبنان دعم منتخب وطني بكره سله مباراه منتخب صين ليله طريق الى نهائي بطوله عالم الله',saadhariri
'حريري التقى عون وصل الى قانون انتخابي ارضى لبناني',saadhariri
'يار مطران روم ارثودكس الياس عوده مقر مطرانيه عقد اجتماع حضر مستشار دكتور داوود صايغ تناول بحث اخر مستجد تطور سياسي بلد',saadhariri
'امر محل ترحيب شقيق عربي اجتماع ان استقرار سعوديه سلامه تضامن مساله صح ان خضع تردد ظرف ظرف 33',saadhariri
'عم سياسي مشروط جيش موقف اخر دوله رئيس مجلس وزير',saadhariri
'شكل يا حزب تقدمي اشتراكي مش عارف شو بد تعرف خبروني',saadhariri
'طتنا طاقه مدى طويل ارساء بيئه جاذب استثمار تحقيق استقرار استقلال طاقه تحقيق تنميه مستدام',saadhariri
'حريري زار ضريح رئيس شهيد سعى تشكيل حكومه وفاق وطني ضم',saadhariri
'عمل لبنان مركز ابتكار سعى تحويل افكار شاب الى مشروع حقيقي',saadhariri
'ل توقيع سراي حكومي كبير',saadhariri
'ستقبال رئيس اتحاد جمعيه عائله بيروتي محمد عفيف مات جرى عرض وضع عاصمه شان بيروتي',saadhariri
